구인상태,근무내용,근무시간,근무지역,급여,등록일,성별,업체명,연령,지원방법,지원서류,직종,채용인원
구인상태구인마감,"근무내용<주식회사에스에이치피엠>- 시설관리원 1명*명보아트홀 간단한 시설물 유지·보수, 건물 환경관리*격일, 09:00~익일 09:00*월급 265만원(2025년 인상예정, 면접시 협의가능)*계약직(12개월/계약기간 만료 후 상용직 전환검토)*남, 신입 무관, 소방안전관리자 3급 이상 소지자(보조선임 가능자), 공조냉동기계기능사(우대)*근무지 : 중구 마른내로 47, 명보아트홀(초동) / 2호선 을지로3가 8번 출구*지원방법 : 전화지원 010-9328-1210 / 팩스지원 02-2691-5640*지원서류 : 이력서*정보출처 : 고용24",근무시간격일 09:00~익일09:00,근무지역중구 초동,급여월급 265만원,등록일2024-11-19,성별남,업체명주식회사에스에이치피엠,연령~63세,지원방법전화지원 010-9328-1210,지원서류,직종시설관리원,채용인원1명
구인상태구인마감,"근무내용<코코아컴>- 행정 보조원(생산보조) 1명*방역기기 제조업체로 생산관리 및 재고관리 등의 서류 작성- 기 생산 중인 제품의 작업장 내 생산의 개선 및 관리(생산보조)- 주 업무는 행정 보조 업무*주5일 09:00~18:00*시급 9860원(문화활동비 지원)*상용직*남, ~63세까지 컴퓨터 활용 가능자*근무지 : 금천구 벚꽃로234(가산동) 에이스하이엔드타워 6차 1704호 코코아컴*지원방법 : 상담사 알선 02-6220-8640*지원서류 : 이력서",근무시간주5일,근무지역금천구 가산동,급여월206만원,등록일2024-11-19,성별남,업체명코코아컴,연령~63세,지원방법*상담사 알선 02-6220-8640,지원서류,직종행정보조원(생산보조),채용인원1명
구인상태구인마감,"근무내용<(주)미래에이비엠>- 오피스텔 경비원 1명*격일, 06:00~익일 06:00 (휴게시간 총 11.5시간/주간 4.5시간, 야간 7시간)*월급 2,164,910원*계약직(12개월)*남, 경비이수증 무관*근무지 : 강서구 공항대로45길 101 (등촌동) / 9호선 가양 6번 출구*지원방법 : 전화 후 방문 02-2668-6969 / 팩스지원 02-2668-6970*지원서류 : 이력서*정보출처 : 고용24",근무시간격일06:00~익일06:00,근무지역강서구 등촌동,"급여월급 2,164,910원",등록일2024-11-19,성별남,업체명(주)미래에이비엠,연령무관,지원방법전화후 방문 02-2668-6969,지원서류,직종오피스텔 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)두원에이앤씨>- 아파트 청소원 1명*아파트 내부 청소 업무*주6일 08:30~15:00 / 토 09:00~12:00*월급 154만원*계약직(12개월)*여, 복지카드 소지자 우대*근무지 : 서대문구 통일로 510(홍은동) 북한산더샵, 홍제역 1번 출구*지원방법 : 전화 후 방문 010-8673-6965*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역서대문구 홍은동,급여월급 154만원,등록일2024-11-19,성별여,업체명(주)두원에이앤씨,연령무관,지원방법전화 후 방문 010-8673-6965,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사태은환경>- 외곽 청소원 2명*주6일,평일 09:00-15:00 (휴게1시간),토 09:00-12:00*월급 1,463,930원*계약직(2개월,계약기간 만료 후 상용직전환검토)*남*근무지 : 강북구 도봉로53가길 11, 북서울자이폴라리스아파트 (미아동) / 우이신설 삼양 1번출구*지원방법 : 전화후 방문 02-3494-2740, 팩스지원 031-852-2741*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역강북구 미아동,"급여월급 1,463,930원",등록일2024-11-19,성별남,업체명주식회사태은환경,연령무관,지원방법전화후 방문 02-3494-2740,지원서류,직종외곽 청소원,채용인원2명
구인상태구인마감,"근무내용<(주)선민기업>- 운전학원 셔틀운전원 4명*주5일, 8:00~17:00시*월급 2,060,740원*계약직(3개월/계약기간 만료 후 상용직 전환검토)*남, 자동차운전면허1종보통(필수) / 이력서에 사진 필수*근무지 : 구로구 신도림로19길 68, 신도림자동차운전학원(신도림동) / 2호선 도림천 1번출구*지원방법 : 전화후 방문 02-2672-8500, 팩스지원 02-2672-8504*지원서류 : 이력서, 운전면허증 사본(주민번호 뒷자리 가리고 제출), 운전경력증명서(경찰서민원실,인터넷발급)*정보출처 : 고용24",근무시간주5일,근무지역구로구 신도림동,"급여월급 2,060,740원",등록일2024-11-19,성별남,업체명(주)선민기업,연령무관,지원방법전화후 방문 02-2672-8500,지원서류,직종운전원,채용인원4명
구인상태구인마감,"근무내용<가가호호정가네데이케어센터>- 주방보조원 1명*영양죽, 사이드반찬만들기, 설거지 업무*주6일, 07:00~9:00*월급 800,000원*상용직*여*근무지 : 은평구 증산로 419 (신사동, CJ빌딩) / 6호선 새절역 4번출구*지원방법 : 전화후 방문 02-302-8701, 팩스지원 02-302-8702*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역은평구 신사동,"급여월급 800,000원",등록일2024-11-19,성별여,업체명가가호호정가네데이케어센터,연령무관,지원방법전화후 방문 02-302-8701,지원서류,직종주방보조원,채용인원1명
구인상태구인마감,"근무내용<호삼빌딩> 
-주차관리원 1명 
*지하2층, 지상7층 건물 경비 및 주차관리 업무 
*주6일 2교대 08:00~14:30 / 14:30~21:00 / 토, 일 교대근무 08:00~20:00
*월급 193만원 
*상용직 
*남, 운전면허2종보통
*근무지 : 관악구 관악로24길 14, 호삼빌딩 (봉천동), 서울대입구역 7번 출구
*지원방법 : 팩스지원 02-886-4415 / 이메일지원 8772202@daum.net
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역관악구 봉천동,급여월급 193만원,등록일2024-11-18,성별남,업체명호삼빌딩,연령무관,지원방법팩스지원 02-886-4415,지원서류,직종주차관리원,채용인원1명
구인상태구인마감,근무내용공지사항 바로가기https://eunjin.sen.es.kr/164007/subMenu.do#filebtn_down2,근무시간공고문 참고,근무지역은평구 진관동,"급여월급 2,208,270",등록일2024-11-13,성별무관,업체명서울은진초등학교,연령만55세 ~ 만70세,지원방법이메일 지원 sidedoors@sen.go,지원서류2025년 서울은진초등학교 학교보안관 채용 제출 서식.hwp,직종학교보안관,채용인원2명
구인상태구인마감,"근무내용<(주)두원에이앤씨>
- 아파트 외곽 청소원 1명
*주6일 평일 09:00~16:00 / 격주 토 09:00-12;00 / 휴게 1시간
*월급 1,657,180원
*계약직(10개월)
*남, 복지카드소지자우대
*근무지 : 강동구 아리수로93다길 80, 강일힐스테이트리슈빌 (강일동)
*지원방법 : 전화후 방문 010-6329-9422,팩스지원 02-861-5026
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역강동구 강일동,"급여월급 1,657,180원",등록일2024-11-13,성별남,업체명(주)두원에이앤씨,연령무관,지원방법전화후 방문 010-6329-9422,지원서류,직종아파트 외곽 청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사이데아그룹>
-아파트 외곽청소원 1명
*아파트 외곽 청소 업무
*주6일 평일 09:00~16:00 (휴게 1시간) / 격주 토 09:00~12:00 
*월급 168만원
*계약직(3개월)
*남
*근무지 : 서대문구 수색로 100 (북가좌동) DMC 래미안, 디지털미디어시티역
*지원방법 : 전화 후 방문 010-7200-5275
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역서대문구 북가좌동,급여월급 168만원,등록일2024-11-13,성별남,업체명주식회사이데아그룹,연령무관,지원방법전화 후 방문 010-7200-5275,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<(주)에이원티엠에스>
-건물 청소원 2명
*여자화장실 담당 1명 / 건물 청소 담당 1명
*주5일 07:00~15:00 (휴게 1시간)
*월급 182만원, 주말/공휴일 당직 근무 시 수당 발생
*상용직
*여
*근무지 : 종로구 종로 19 (종로1가) 르메이에르종로타운1, 종각역, 광화문역
*지원방법 : 팩스지원 02-723-7779 / 이메일지원 a1tms@naver.com
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주5일,근무지역종로구 청진동,급여월급 182만원,등록일2024-11-13,성별여,업체명(주)에이원티엠에스,연령무관,지원방법팩스지원 02-723-7779,지원서류,직종건물 청소원,채용인원2명
구인상태구인마감,"근무내용<이화어린이집>
-어린이집 청소 업무 1명
*주5일,오후 2시~ 6시
*월급 1,035,300원
*상용직
*여
*근무지 : 양천구 신월로 226, 어린이집 (신월동)
*지원방법 : 전화 후 방문 02-2607-9549
*지원서류 : 이력서",근무시간주5일14:00~16:00,근무지역양천구 신월동,급여월103만원,등록일2024-11-12,성별여,업체명이화어린이집,연령무관,지원방법*전화 후 방문 02-2607-9549,지원서류,직종어린이집 청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사세이프원>
-아파트 외곽청소원 1명
*지하주차장 포함 청소, 분리수거 업무
*주5일 09:00~15:30 (휴게 1시간)
*월급 144만원 
*계약직(3개월)
*남
*근무지 : 영등포구 양평로24길 9, 양평한신휴플러스 아파트 (양평동5가), 선유도역
*지원방법: 전화 후 방문 010-4756-0261
*지원서류 : 이력서",근무시간주5일09:00~15:00,근무지역영등포구 양평동,급여월144만원,등록일2024-11-12,성별남,업체명주식회사세이프원,연령무관,지원방법*전화 후 방문 010-4756-0261,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<인덕종합관리(주)>
- 병실 보조원 1명
*병원내 환자 이송업무 외
*주5일 09:00~18:00
*월급 : 2,061,000원, 식사제공
*상용직
*남, ~60세까지
*근무지 : 도봉구 도봉로 628, 바로선병원 (창동) / 1호선 방학 3번출구
*지원방법 : 팩스지원 02-984-9847, 상단에 ""바로선병원 병실보조원 지원"" 기재
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주5일,근무지역도봉구 창동,"급여월급 2,061,000원",등록일2024-11-11,성별남,업체명인덕종합관리,연령~60세까지,지원방법팩스지원 02-984-9847,지원서류,직종병실 보조원,채용인원1명
구인상태구인마감,"근무내용<주식회사 삼호안전종합관리>
- 주차관리원 1명 
*오피스텔 기계 주차관리, 분리수거 업무 보조
*격일 07:00~07:00 (휴게 주간 4.25, 야간 7시간)
*월급 207만원
*계약직(6개월)
*남, 운전 무관, 12월 1일부터 근무
*근무지 : 영등포구 영등포로 353 (신길동), 신길역 1번 출구
*지원방법 : 전화 후 방문 02-845-7840
*지원서류 : 이력서
*정보출처 : 고용24",근무시간격일 07:00~07:00,근무지역영등포구 신길동,급여월급 207만원,등록일2024-11-11,성별남,업체명주식회사 삼호안전종합관리,연령무관,지원방법전화 후 방문 02-845-7840,지원서류,직종주차관리원,채용인원1명
구인상태구인마감,"근무내용<신라무역>
- 건물관리원 1명 
*주차관리, 내,외부 부분보수, 청결 유지 업무
*주6일 평일 07:00 ~16:00, 토요일, 공휴일 08:00~16:00 (2인 교대근무)
*월급 230만원, 중식제공
*계약직(12개월)
*남, 운전 능숙자, 인근 거주자
*근무지 : 송파구 양재대로71길 20, 신라빌딩 (방이동), 방이역 4번 출구
*지원방법 : 팩스지원 02-463-5438
*지원서류 : 이력서, 자기소개서
*정보출처 : 고용24",근무시간주6일,근무지역송파구 방이동,급여월급 230만원,등록일2024-11-11,성별남,업체명신라무역,연령무관,지원방법팩스지원 02-463-5438,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<주식회사인동>
-아파트 경비원 1명
*격일 06:00~익일 06:00 (휴게 주간 4.25시간, 야간 7시간)
*월급 1,986,950원 
*계약직(10개월,연장가능)
*남, 경비신임교육이수자
*근무지 : 노원구 한글비석로54길 92, 상계동 (상계동, 상계주공13단지아파트)/7호선 마들역
*지원방법 : 전화 후 방문 010-5315-7827, 팩스지원 02-932-5220
*지원서류 : 이력서
*정보출처 : 고용24",근무시간격일 06:00~익일 06:00,근무지역노원구 상계동,"급여월급 1,986,950원",등록일2024-11-11,성별남,업체명주식회사 인동,연령무관,지원방법전화 후 방문 010-5315-7827,지원서류,직종아파트 경비원,채용인원1명
구인상태구인마감,"근무내용<주식회사다원>
- 오피스텔 경비원 1명
*경비업무, 주차관리, 주변청소
*격일 06:00~익일06:00 (휴게 14시간) / 야간 취침가능
*월급 170만원
*계약직(12개월)
*남, 1년이상 우대, 일반경비원 신임교육 이수자
*근무지 : 구로구 오리로 1149, 랑데르오피스텔 (천왕동)
*지원방법 : 전화 후 방문 010-5241-4548
*지원서류 : 이력서
*정보출처 : 고용24",근무시간격일 06:00~익일06:00,근무지역구로구 천왕동,급여월급 170만원,등록일2024-11-11,성별남,업체명주식회사 다원,연령무관,지원방법전화 후 방문 010-5241-4548,지원서류,직종오피스텔 경비원,채용인원1명
구인상태구인마감,"근무내용<에스에스엠엠 주식회사>
- 세차원 1명 
*워터리스 세차 업무 (차량 내, 외부)
*주5일 09:00~18:00
*월급 240만원
*계약직(3개월)
*남, 운전면허 필수
*근무지: 동작구 상도로 369, 숭실대학교 벤처관 201호, 숭실대역 입구 3번 출구
*지원방법 : 이메일지원 baejm@nosa.or.kr / 문의 02-3488-1923
*지원서류 : 이력서,자기소개서
*정보출처 : 고용24",근무시간주5일,근무지역동작구 상도동,급여월급 240만원,등록일2024-11-11,성별남,업체명에스에스엠엠 주식회사,연령무관,지원방법이메일지원 baejm@nosa.or.kr,지원서류,직종세차원,채용인원1명
구인상태구인마감,"근무내용<비씨엔서비스(주)>
경비원 1명
*경비교육 우대, 경력자 우대
*월220만원
*격일교대 / 평일: 14:00~익일07:30(격일근무), 토,일,공휴일: 07:00~익일 07:00(24시간 격일)
*상용직
*남
*근무지 서울특별시 강남구 영동대로 312 (대치동) / 삼성역 인근
*지원방법: 이력서 팩스지원 02-3295-4898
*지원서류: 이력서*정보출처 : 고용24",근무시간격일교대,근무지역강남구 대치동,급여월220만원,등록일2024-11-11,성별남,업체명비씨엔서비스(주),연령무관,지원방법*이력서 팩스지원 02-3295-4898,지원서류,직종경비원,채용인원1명
구인상태구인마감,"근무내용<지에스25마포사랑점>
[시니어인턴십] 편의점 판매원(야간) 1명*해당 일자리는 시니어인턴십에 참여하는 일자리입니다.*편의점 제품판매 및 매장관리 업무, 야간 근무
*시급 9860원
*수, 금 22:00~08:30(수), 22:00~09:30(금)
*계약직(9개월)
*성별무관, 6070세까지 경력무관, 즉시출근 가능자
*근무지 마포구 마포대로4라길 32 GS25마포사랑점
*지원방법 : 전화 후 방문 010-4303-0868
*지원서류 : 이력서*정보출처 : 고용24","근무시간주2일(수, 금) 시간",근무지역마포구 마포동,"급여시급9,860원",등록일2024-11-11,성별무관,업체명지에스25마포사랑점,연령60세 이상,지원방법전화 후 방문 010-4303-0868,지원서류,직종[시니어인턴십] 편의점 판매원(야간),채용인원1명
구인상태구인마감,"근무내용<부림산업개발>
빌딩 경비원 1명
*상가 건물 경비 및 주차관리 협조
*운전필수(1, 2종 무관), 경비교육 필수
*격일 07:00~익일 07:00(휴게시간 총 12시간 / 주간 4시간, 야간 8시간)
*월급 230만원
*계약직(12개월)
*근무지 서울특별시 중구 세종대로 11길 42 (시청역 인근)
*지원방법 : 이력서 메일 jkj002@daum.net / 팩스 지원 02-3442-6181 /  문의 02-3442-6104
*지원서류 : 이력서*정보출처 : 고용24",근무시간격일 07:00~익일 07:00,근무지역중구 서소문동,급여월급 230만원,등록일2024-11-05,성별남,업체명부림산업개발,연령~70세,지원방법이력서 메일 jkj002@daum.net,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<(주) 베스트시큐리티>
도서관 청소원 1명
-도서관 청소 업무
*주5일 07:00~10:00 (화요일/일요일 휴무)
*월급 84만원
*계약직(4개월)
*여
*근무지 : 서울특별시 광진구 강변역로 17 (구의동)
*지원방법 : 전화 후 방문 010-4707-4488 / 팩스지원 02-464-7115
*지원서류 : 이력서*정보출처 : 고용24",근무시간주5일,근무지역광진구 구의동,급여월급 84만원,등록일2024-11-05,성별여,업체명(주) 베스트시큐리티,연령무관,지원방법전화 후 방문 010-4707-4488,지원서류,직종도서관 청소원,채용인원1명
구인상태구인마감,"근무내용<삼우서비스주식회사>
아파트 청소원 1명 
-아파트 청소 업무
*주6일 08:00~16:00(휴게시간 1.5시간) / 격주 토요일  08:00~12:00
*월급 1,764,940원
*계약직(3개월)  계약기간 만료 후 상용직전환검토
*여
*근무지 : 서울특별시 강남구 선릉로 8 (개포동, 래미안블레스티지)
*지원방법 : 전화 후 방문 010-8349-8909
*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역강남구 개포동,급여월급 176만원,등록일2024-11-05,성별여,업체명삼우서비스주식회사,연령무관,지원방법전화 후 방문 010-8349-8909,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<대영관리주식회사>
건물관리원 1명
- 건물 시설 관리 업무
*주6일 07:00~19:00
*월급 220만원
*계약직(12개월)
*남, 경력 1년 이상 우대
*근무지 : 마포구 삼개로 16, 근신빌딩 (도화동)
*지원방법 : 팩스지원 031-388-8304  '마포 근신빌딩 지원' 표기
*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역마포구 도화동,급여월급 220만원,등록일2024-11-05,성별남,업체명대영관리주식회사,연령무관,지원방법팩스지원 031-388-8304,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<(주)삼구아이앤씨>
주차안내원 1명
- 스타벅스 차량 안내 업무
*주5일 12:00~16:30 (휴게 30분 포함)
*월급 103만원 (장애인 채용 경증 +30만 중증 + 40만 추가지급)
*상용직
*남, 운전필수
*근무지 : 광진구 광나루로 519, 스타벅스 구의DT (구의동)
*지원방법 : 이메일지원 soobeen.jang@samkoo.com
*지원서류 : 이력서*정보출처 : 고용24",근무시간주5일,근무지역광진구 구의동,급여월급 103만원,등록일2024-11-05,성별남,업체명(주)삼구아이앤씨,연령무관,지원방법이메일지원 soobeen.jang@samkoo,지원서류,직종주차안내원,채용인원1명
구인상태구인마감,"근무내용<태림주택종합관리(주)>
오피스텔경비원 1명
-오피스텔 경비 업무
* 주6일 평일 08:00~18:00 (휴게 2.5시간) 
            토요일 또는 일요일 08:00~18:00 (휴게 3.5시간) 
*월급 201만원
* 계약직(3개월)
* 남, 일반경비원 신임교육이수증 필수
* 근무지: 영등포구 양평동2가 선유서로 67, 신동아하이팰리스 (양평동), 양평역 2번 출구
* 지원방법: 전화 후 방문 02-2632-5007 / 팩스지원 02-6291-5007
* 지원서류 : 이력서",근무시간주6일,근무지역영등포구 양평동,급여월급 201만원,등록일2024-11-04,성별남,업체명태림주택종합관리(주),연령무관,지원방법전화 후 방문 02-2632-5007,지원서류,직종건물경비원,채용인원1명
구인상태구인마감,"근무내용<영신빌딩>
건물관리원 1명
-상가 시설유지, 안전관리, 보수 및 세입자 안내, 공과금 및 비용정리 업무
* 주6일 13:00~22:00 (휴게 1시간) / 격주 토 근무
* 급여 : 시급 9,860원
* 계약직(6개월)
* 근무지: 종로구 돈화문로 29, 영신빌딩 (묘동), 종로3가역 2-1, 2번 출구
* 지원방법: 전화 후 방문 010-2332-3321 / 이메일지원 sson47@naver.com
* 지원서류 : 이력서",근무시간주6일,근무지역종로구 묘동,"급여시급 9,860원",등록일2024-11-04,성별남,업체명영신빌딩,연령무관,지원방법전화 후 방문 010-2332-3321,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<엘림에스(주)>
아파트 내부 청소원 1명
*장애인등록증 또는 장애인복지카드 소지자 우대
*월149만원
*평일08:30~15:00(휴게 1시간), 격주토 08:30~12:00
*계약직(3개월)
*여
*근무지 서울특별시 종로구 종로 183, 단지 내부 (인의동)*지원방법: 이력서 팩스접수 070-4170-4501 / 이메일지원recruit@elims.co.kr*지원서류: 이력서","근무시간08:30~15:00,격주토08:30~12시",근무지역종로구 인의동,급여월149만원,등록일2024-11-04,성별여,업체명엘림에스(주),연령무관,지원방법*이력서 팩스지원 및 메일지원,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<새롬에스앤씨주식회사>
상가 청소원 1명
*월154만원
*평일 09:00~16:00(휴게1시간), 토 09:00~12:00
*계약직(12개월)
*근무지 서울특별시 중랑구 용마산로 670 (망우동) 신내역 프라디움 더 테라스 상가
*지원방법: 미화반장과 전화통화 후 방문 010-2794-2475 
*지원서류: 이력서","근무시간평일09:00~16:00, 토09~12시",근무지역중랑구 망우동,급여월154만원,등록일2024-11-04,성별무관,업체명새롬에스앤씨주식회사,연령무관,지원방법*전화통화 후 방문 010-2794-2475,지원서류,직종상가 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)고암>
빌딩 관리인(소방선임 및 기타업무) 1명*전반적인 시설관리 업무, 공용부문 청소 업무 포함*소방안전관리자 2급 필수 소지자, 인근 거주자 우대*월270만원(세전, 연차포함)
*주5일 09:00~18:00(휴게 1시간)
*계약직(12개월)
*근무지 서울특별시 마포구 와우산로29가길 37 서교빌딩 (홍대입구역 인근)
*기타-근무복 지급, 명절선물 지급*지원방법: 이력서이메일 지원 shin9012@goam.co.kr
*지원서류: 이력서",근무시간주5일09:00~18:00,근무지역마포구 서교동,급여월270만원,등록일2024-10-31,성별남,업체명(주)고암,연령무관,지원방법메일지원 shin9012@goam.co.kr,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<(사)장애인의 길벗>장애인 생활지도원(근로지원인) 1명- 초등학교에서 근무하는 장애인근로자의 근로지원 (환경미화)- 사회복지사, 활동지원사 경력 1년 이상* 주5일 12:30~17:00* 시급 9,860원* 상용직* 근무지: 용산구 이촌로 255, 신용산초등학교 (이촌동)* 지원방법 : 이메일지원 job@jgwoman.or.kr* 지원서류 : 자사이력서",근무시간주5일,근무지역용산구 이촌동,"급여시급 9,860원",등록일2024-10-31,성별무관,업체명(사)장애인의 길벗,연령무관,지원방법이메일지원 job@jgwoman.or.kr,지원서류장애인의 길벗_자사양식_이력서 자기소개서.hwp,직종장애인 생활지도원,채용인원1명
구인상태구인마감,"근무내용<선우환경관리 주식회사>아파트청소원 1명- 아파트 내부 청소 업무*주6일 평일 9:00~16:00 (휴게 1시간) / 토 09:00~12:00*월급 167만원*계약직(10개월)*여, 즉시 출근 가능하신 분*근무지 : 서울시 성동구 금호로 140 이편한세상금호파크힐스아파트, 신금호역 4번 출구*지원방법 : 전화 후 방문 010-2073-4500*지원서류 : 이력서",근무시간주6일,근무지역성동구 금호동,급여월급 167만원,등록일2024-10-31,성별여,업체명선우환경관리 주식회사,연령무관,지원방법전화 후 방문 010-2073-4500,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)에버크린>
건물청소원 1명
- 건물 청소 업무
*주5일 08:00~14:30
*월급 142만원
*계약직(12개월)
*여
*근무지 : 서울시 성동구 성수일로10길 32 창미빌딩 (성수동2가), 성수역 1번 출구
*지원방법 : 전화 후 방문 010-8593-2584 / 팩스지원 02-469-4929
*지원서류 : 이력서",근무시간주5일,근무지역성동구 성수동,급여월급 142만원,등록일2024-10-31,성별여,업체명(주)에버크린,연령~70세,지원방법전화 후 방문 010-8593-2584,지원서류,직종건물청소원,채용인원1명
구인상태구인마감,"근무내용<기영빌딩>
빌딩청소원 1명
- 복도, 계단, 화장실청소, 출입구 등 공용부분 청소 업무- 5층 작은 건물
*주5일 07:00-11:30
*월급 110만원
*계약직(12개월)
*여
*근무지 : 서울시 중구 충무로5길 11, 708 (초동), 을지로3가역 9번 출구
*지원방법 : 전화 후 방문 010-9603-7623
*지원서류 : 이력서",근무시간주5일,근무지역중구 초동,급여월급 110만원,등록일2024-10-30,성별여,업체명기영빌딩,연령무관,지원방법전화 후 방문 010-9603-7623,지원서류,직종빌딩청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사에코그린티엠>
아파트 청소원 1명
- 아파트 청소 업무, 신주 청소 없음 
*주6일 평일  09:00~15:2 0(휴게 11:50~13:10) / 격주 토요일 09:00~12:00
*월급 1,350,820원 (복지카드소지자 5만원 추가지급)
*상용직
*여, 장애인 병행채용
*근무지 : 서울시 성동구 독서당로40길 25(옥수동) 옥수현대아파트, 옥수역 1번 출구
*지원방법 : 전화 후 방문 010-9253-2084
*지원서류 : 이력서",근무시간주6일,근무지역성동구 옥수동,"급여월급 1,350,820원",등록일2024-10-30,성별여,업체명주식회사에코그린티엠,연령무관,지원방법전화 후 방문 010-9253-2084,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<아란유치원>
*건물 외곽청소원 1명
*유치원 실외 놀이터 정리, 원내 텃밭 및 정원 관리 업무
*주5일 08:00~11:00
*시급 12,000원
*남, ~65세까지
*근무지 : 서울 양천구 목동서로 100, 목동3단지내 아란유치원 (목동)
*지원방법 : 전화후 방문 02-2646-5674 /  팩스지원 02-2646-5630
*지원서류 : 이력서",근무시간주5일,근무지역양천구 목동,"급여시급 12,000원",등록일2024-10-30,성별남,업체명아란유치원,연령~65세까지,지원방법전화후 방문 02-2646-5674,지원서류,직종건물 외곽청소원(유치원),채용인원1명
구인상태구인마감,"근무내용<신한영관리(주)>
아파트청소원 1명
- 아파트 청소 업무 
*주6일 평일 08:00~15:00 (휴게 1시간) / 토 08:00~11:00
*월급 187만원, 복지카드 소지자 수당 지급
*계약직(2개월)
*여, 미화반장, 즉시 출근 가능자
*근무지 : 서울 서초구 잠원로14길 42, 신반포르엘아파트 (잠원동), 잠원역 4번 출구
*지원방법 : 팩스지원 032-433-8826 / 이메일지원 shytm21c@naver.com
*지원서류 : 이력서",근무시간주6일,근무지역서초구 잠원동,급여월급 187만원,등록일2024-10-30,성별여,업체명신한영관리(주),연령무관,지원방법팩스지원 032-433-8826,지원서류,직종아파트청소원,채용인원1명
구인상태구인마감,"근무내용<대승종합관리(주)>
상가청소원 1명
- 상가 청소 업무 
*주6일 평일 08:30~15:30(휴게 1시간) / 토요일 08:30~11:30
*월급 171만원
*계약직(6개월)
*여, 경력 1년이상 우대
*근무지 : 서울시 강서구 강서로 242 강서힐스테이트상가
*지원방법 : 전화 후 방문 02-2601-8750
*지원서류 : 이력서",근무시간주6일,근무지역강서구 화곡동,급여월급 171만원,등록일2024-10-30,성별여,업체명대승종합관리(주),연령~70세,지원방법전화 후 방문 02-2601-8750,지원서류,직종상가청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사케이두레>
학교경비원 1명
- 미화, 주차, 경비 업무 
*격일 16:30~08:30 (휴게 2시간) / 주말 및 공휴일 08:30~익일08:30
*월급 159만원
*계약직(4개월)
*남, 경비교육이수증 필수, 복지카드 소지자 우대 
*근무지 : 서울시 강서구 허준로 36, 성재중학교 (가양동)
*지원방법 : 팩스지원 02-3661-0311 / 이메일지원 js999914@naver.com
*지원서류 : 이력서
*면접일 : 11월 5일, 화요일",근무시간격일,근무지역강서구 가양동,급여월급 159만원,등록일2024-10-30,성별남,업체명주식회사케이두레,연령무관,지원방법팩스지원 02-3661-0311,지원서류,직종학교 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)제이에스에프>건물관리원(휴직대체) 1명- 미화, 주차, 경비 업무*주5일 08:00~19;00 / 휴게시간 : 11:30~13:30*시급 9,860원*계약직(1개월)*남, 운전면허 우대*근무지 : 서울시 종로구 자하문로10길 30 (통의동)*지원방법 : 전화 후 방문 010-8216-9703*지원서류 : 이력서",근무시간주5일,근무지역종로구 통의동,"급여시급 9,860원",등록일2024-10-30,성별남,업체명(주)제이에스에프,연령무관,지원방법전화 후 방문 010-8216-9703,지원서류,직종건물관리원,채용인원1명
구인상태구인마감,"근무내용<새롬에스앤씨 주식회사>오피스텔 상가 외곽 청소원 1명- 오피스텔 내 청소 업무*주6일 평일 09:00~16:00 (휴게 1.5시간) / 토 09:00~12:00*월급 164만원*계약직(12개월)*남*근무지 : 서울 중랑구 용마산로 670 (망우동) 프라디움 더 테라스, 신내역 1번 출구*지원방법 : 전화 후 방문 010-2794-2475*지원서류 : 이력서",근무시간주6일,근무지역중랑구 망우동,급여월급 164만원,등록일2024-10-29,성별남,업체명새롬에스앤씨 주식회사,연령무관,지원방법전화 후 방문 010-2794-2475,지원서류,직종오피스텔 외곽청소원,채용인원1명
